Year;Country;G01N;G05B;G06F;G06K;G06N;G06Q;G06T;G10L;H04L;H04N;Automation_and_Control_Systems;Computer Science_Artificial_Intelligence;Computer Science_Information_Systems;Computer Science_Interdisciplinary_Applications;Computer Science_Theory_and_Methods;Engineering_Electrical_and_Electronic;Engineering_Multidisciplinary;Environmental_Sciences;Instruments_and_Instrumentation;Neurosciences;Adjusted net national income (current US$);Adjusted savings_education expenditure (% of GNI);Adjusted savings_education expenditure (current US$);Age dependency ratio (% of working-age population);Age dependency ratio, old (% of working-age population);Age dependency ratio, young (% of working-age population);Agricultural machinery, tractors per 100 sq. km of arable land;Exports of goods and services (% of GDP);External balance on goods and services (% of GDP);Final consumption expenditure (% of GDP);Fixed telephone subscriptions (per 100 people);Foreign direct investment, net inflows (% of GDP);Foreign direct investment, net inflows (BoP, current US$);Foreign direct investment, net outflows (% of GDP);Foreign direct investment, net outflows (BoP, current US$);GDP (constant 2010 US$);GDP per capita (constant 2010 US$);General government final consumption expenditure (% of GDP);GNI (current LCU);GNI per capita (current LCU);Gross capital formation (% of GDP);Gross fixed capital formation (% of GDP);Gross national expenditure (% of GDP);Imports of goods and services (% of GDP);Inflation, GDP deflator (annual %);Lower secondary school starting age (years);Merchandise exports by the reporting economy (current US$);Merchandise exports to high-income economies (% of total merchandise exports);Merchandise imports by the reporting economy (current US$);Merchandise imports from high-income economies (% of total merchandise imports);Merchandise trade (% of GDP);Population, total;Preprimary education, duration (years);Primary education, duration (years);Primary school starting age (years);Real effective exchange rate index (2010 = 100);Secondary education, duration (years);Trade (% of GDP);Urban population (% of total population);AI_publications;AI_patents
1991;Switzerland;55;11;6;11;1;3;0;0;10;3;4;9;25;41;55;198;26;90;121;225;2,1E+11;4,3;11481000000;46,48157654;21,47605654;25,00552;2797,546012;40,49509277;1,746156419;68,70727378;60,73456561;;;;;4,28E+11;62962,39136;12,0209794;3,83E+11;56286,65316;29,5465698;29,81183326;98,25384358;38,74893635;5,409104841;13;61385268859;86,94770443;66256582805;90,65267246;49,02154011;6799978;2;6;7;95,37212252;7;79,24402912;73,869;10;0
1992;Switzerland;63;8;10;10;0;1;2;0;6;9;18;20;43;43;63;188;13;130;194;288;2,17E+11;4,7280626;13096733402;46,82552309;21,57541509;25,250108;2797,340514;41,41189285;2,990372963;70,40131973;61,60604902;;;;;4,28E+11;62244,79698;12,48065206;3,9E+11;56667,86393;26,60830731;26,76345782;97,00962704;38,42151989;2,124635028;13;65548706550;86,93439567;65732372512;90,80452357;48,34218351;6875364;2;6;7;93,62315939;7;79,83341273;73,815;21;1
1993;Switzerland;44;6;6;9;2;1;0;2;7;9;18;19;43;49;44;180;21;130;164;273;2,13E+11;4,7;12690000000;47,22334978;21,63799584;25,58535393;2761,649224;41,42871741;4,379462451;70,20197967;62,10308416;;;;;4,27E+11;61602,79013;12,28542897;4E+11;57647,11857;25,41855786;25,06981216;95,62053752;37,04925496;2,32202403;13;62739971296;86,85916045;60701739577;90,78538423;46,91189288;6938265;2;6;7;95,66764631;7;78,47797237;73,762;13;2
1994;Switzerland;24;5;6;4;0;3;0;1;4;5;13;24;59;71;61;242;21;147;282;310;2,35E+11;4,7;13959000000;47,56270702;21,67583317;25,88687386;2690,839616;40,70318233;4,454038198;69,38919543;61,36265992;;;;;4,33E+11;61889,66596;12,26062765;4,06E+11;58119,57126;26,15676637;25,30725818;95,5459618;36,24914414;1,184387071;13;70482880098;87,1275994;68043262542;90,33520854;47,27783365;6993795;2;6;7;100,1314123;7;76,95232647;73,708;17;0
1995;Switzerland;24;1;8;9;0;2;0;0;0;1;20;44;45;70;69;293;29;168;238;363;2,81E+11;4,7;16497000000;47,76998237;21,69857613;26,07140623;2662,245304;40,68195387;4,268338965;69,78673517;64,04097708;;;;;4,35E+11;61773,12687;12,15670345;4,15E+11;58933,64831;25,94482983;25,23942838;95,731565;36,4136149;0,737804633;13;81373253016;86,85566715;80049980303;90,52818461;47,22265423;7040687;2;6;7;106,707683;7;77,09556877;73,654;40;1
1996;Switzerland;18;4;2;0;1;2;0;0;6;2;26;37;38;56;58;289;30;167;258;414;2,73E+11;4,7;15933000000;48,18906663;21,93441991;26,25464672;2661,154707;41,74088712;3,811544904;70,7368547;64,94712372;;;;;4,37E+11;61832,97132;12,25448162;4,19E+11;59236,14897;25,45168049;24,26610795;96,1885352;37,92934222;0,162162999;13;79366593737;86,44185701;78177344314;90,20825828;47,85674166;7071850;2;6;7;103,5310925;7;79,67022934;73,6;29;0
1997;Switzerland;11;0;12;15;0;0;0;0;1;3;22;84;58;72;115;287;21;218;252;422;2,44E+11;4,9224707;14767412100;48,4616559;22,15555193;26,30610397;2681,1071;47,24161885;5,110283124;70,72800289;66,32234129;;;;;4,48E+11;63127,71632;11,94149801;4,34E+11;61254,56745;24,16176719;24,08676333;94,88977007;42,13133573;-0,410914387;13;75958333310;86,54321474;75650325437;89,37703449;53,08897806;7088906;2;6;7;95,34603101;7;89,37295458;73,546;36;0
1998;Switzerland;13;3;0;4;0;0;0;1;0;6;24;78;64;97;128;339;34;234;244;483;2,52E+11;4,151101149;12868413562;48,59402071;22,35775416;26,23626655;2680,861439;46,70185772;4,537327074;70,22642535;68,86856173;;;;;4,61E+11;64822,26551;11,71481466;4,48E+11;63069,23802;25,23635545;24,87875817;95,46278079;42,16453064;-0,117146058;13;78848983658;87,66613922;80268492593;89,61304567;53,87316835;7110001;2;6;7;96,56627673;7;88,86638836;73,492;34;0
1999;Switzerland;12;1;0;3;0;1;0;1;0;1;33;73;57;70;133;387;25;244;235;511;2,49E+11;4,17;12801900000;48,63394538;22,53571411;26,09823127;2683,877213;47,41236644;4,749602004;70,54390563;71,20141638;;;;;4,69E+11;65607,19942;11,74280379;4,6E+11;64373,89864;24,70638812;25,08487237;95,25029375;42,66276443;0,115310577;13;80250600000;90,82100321;79840800000;92,70598491;55,24316381;7143991;2;6;7;94,73454912;7;90,07513087;73,438;31;0
2000;Switzerland;5;0;9;4;0;6;4;0;4;6;44;80;105;100;188;426;34;256;281;479;2,35E+11;4,082630772;11839629238;48,61402182;22,69050697;25,92351485;2681,017693;52,11793994;6,130212756;69,15970501;73,29098776;;;;;4,87E+11;67807,98757;11,57708813;4,9E+11;68204,45417;24,71015366;25,30422721;93,86985868;45,98772718;1,501015266;13;80452675587;90,13672743;82534200404;90,46926649;59,92200728;7184250;2;6;7;92,29577622;7;98,10566712;73,383;23;0
2001;Switzerland;9;5;6;5;1;5;2;0;4;1;29;100;64;89;124;339;32;311;244;491;2,32E+11;4,09;11861000000;48,39674908;22,80563369;25,59111539;2662,432868;50,88935732;5,614983029;69,43919214;74,98755079;;;;;4,94E+11;68264,48377;11,67832003;4,89E+11;67622,65458;24,94585324;24,6288583;94,38504538;45,27437429;1,018702092;13;81972639535;89,7285931;84066187142;90,15506457;59,66525093;7229854;2;6;7;94,68474358;7;96,16373161;73,375;38;0
2002;Switzerland;14;3;5;3;0;2;1;3;8;4;28;132;67;82;161;400;34;262;263;509;2,46E+11;4,71;14601000000;48,12052396;22,89254078;25,22798318;2654,910684;48,93701216;6,720943468;69,91395059;74,61615924;;;;;4,94E+11;67860,20288;12,06319955;4,82E+11;66206,12783;23,36515713;24,54975866;93,27910773;42,21606869;-0,253647798;13;91583565315;89,36776115;87177552293;92,08581893;59,34907592;7284753;2;6;7;98,08139243;7;91,15308086;73,401;33;0
2003;Switzerland;21;5;11;1;5;5;1;1;4;0;40;204;138;127;348;379;43;310;305;522;3E+11;4,78;17972800000;47,80867973;22,97410599;24,83457373;2649,987752;48,10848265;6,686990553;70,24962089;73,24145657;;;;;4,95E+11;67385,25091;12,2464553;5,06E+11;69014,43098;23,06347043;23,88317331;93,31309132;41,4214921;1,126894426;13;1,05E+11;88,96568344;1E+11;92,28898477;58,1050032;7339001;2;6;7;98,36728183;7;89,52997475;73,427;33;0
2004;Switzerland;11;5;3;0;0;7;0;0;4;2;34;185;135;103;348;443;28;348;326;559;3,35E+11;4,71;19734900000;47,49423715;23,0816443;24,41259285;2642,066421;51,47099198;8,949517345;69,53764707;71,73182216;;;;;5,08E+11;68781,61384;12,0063367;5,21E+11;70447,44248;21,51274314;24,44205458;91,05039021;42,52147463;0,343544585;13;1,23E+11;87,85423606;1,16E+11;92,00843454;60,54408009;7389625;2;6;7;97,35790205;7;93,99246661;73,452;28;0
2005;Switzerland;6;4;5;2;0;3;0;0;2;2;48;224;180;127;444;435;49;440;304;575;3,56E+11;4,41;19492200000;47,21663512;23,23603567;23,98059946;2634,17028;53,79046938;7,251128395;68,7338448;69,71523319;;;;;5,24E+11;70471,41;11,82256514;5,52E+11;74168,73063;24,01502358;24,38748931;92,74886838;46,53934099;0,690141163;13;1,31E+11;87,84523079;1,27E+11;91,57110087;63,00726681;7437115;2;6;7;95,47809277;7;100,3298104;73,478;51;0
2006;Switzerland;8;1;4;4;0;2;3;0;5;3;54;217;199;182;367;586;49;469;353;601;3,74E+11;4,27;19727400000;46,99629167;23,4516935;23,54459817;2619,164619;56,49116919;8,46450296;66,33689833;67,33402092;;;;;5,45E+11;72823,86983;11,31362014;5,81E+11;77579,30377;25,19859705;24,28669499;91,53549537;48,02666623;2,095695146;13;1,48E+11;87,02704389;1,41E+11;90,48043475;67,1250336;7483934;2;6;7;92,8959838;7;104,5178354;73,504;38;0
2007;Switzerland;7;1;3;3;0;1;0;0;5;0;58;101;115;143;82;479;45;559;346;642;3,85E+11;4,35;20923500000;46,83558753;23,71257851;23,12300902;2611,903552;61,30359336;11,29641612;64,4402668;65,37343462;;;;;5,67E+11;75143,65638;10,90926739;5,8E+11;76755,57929;24,26324877;24,38349481;88,70351557;50,00717724;2,414838081;13;1,72E+11;86,18122237;1,61E+11;90,65332009;69,44128383;7551117;2;6;7;89,04265395;7;111,3107706;73,53;51;0
2008;Switzerland;24;4;14;10;0;7;1;0;2;1;63;96;117;130;97;570;52;554;310;693;4,03E+11;4,82;24871200000;46,76024693;24,0248367;22,73541024;;62,66117342;10,54293396;64,1278391;63,3345844;;;;;5,8E+11;75793,61816;11,04344259;5,61E+11;73383,00604;25,32924243;24,0595083;89,45708153;52,11823946;2,027145782;13;2E+11;85,55758833;1,83E+11;90,39525058;69,32871093;7647675;2;6;7;92,52719009;7;114,7794129;73,556;43;0
2009;Switzerland;19;3;18;3;0;7;0;0;2;2;67;104;101;152;100;530;56;565;327;721;4,36E+11;4,58;25235800000;46,79285491;24,39352793;22,39932698;;57,23047601;7,530745011;66,25108949;66,52680655;;;;;5,67E+11;73189,17458;11,77633995;6E+11;77535,802;26,21820337;22,66950028;92,46929285;49,699731;0,361827563;13;1,73E+11;85,65525931;1,56E+11;89,40690344;60,54444848;7743831;2;6;7;96,08767818;7;106,930207;73,581;59;0
2010;Switzerland;28;5;25;4;1;7;2;0;5;1;82;111;137;172;105;547;62;671;371;762;4,97E+11;4,3;26574000000;46,95015261;24,82188777;22,12826484;;63,96562324;10,67915384;65,45745502;62,85026589;;;;;5,84E+11;74605,77451;11,60208984;6,45E+11;82376,25029;23,86331944;22,82761811;89,32077447;53,2864694;0,31720279;13;1,96E+11;84,66262624;1,76E+11;88,7196139;63,7034219;7824909;2;6;7;100;7;117,2520926;73,607;60;0
2011;Switzerland;14;5;16;5;0;16;2;0;2;2;65;119;137;193;83;592;46;707;380;801;5,63E+11;4,54;32143200000;47,18328028;25,16796782;22,01531247;;65,46551412;8,434831696;64,82997373;61,95491282;;;;;5,94E+11;75029,77006;11,68136387;6,28E+11;79422,42845;26,73521407;23,40741495;91,5651878;57,03068242;0,34225058;13;2,35E+11;83,90880444;2,08E+11;88,74140178;63,32932835;7912398;2;6;7;109,4727069;7;122,4961965;73,631;57;0
2012;Switzerland;23;10;16;12;1;22;3;0;2;4;78;136;140;188;109;625;58;761;344;784;5,45E+11;4,57;31213100000;47,48968089;25,56025659;21,92942431;;67,03362446;10,38485896;65,22981394;58,96570834;;;;;6E+11;74984,18923;11,85886027;6,4E+11;80085,02654;24,38534777;23,82765992;89,61516171;56,6487655;-0,174072952;13;3,12E+11;76,80293044;2,96E+11;81,36443269;91,07565926;7996861;2;6;7;105,3437432;7;123,68239;73,653;53;0
2013;Switzerland;22;5;19;7;0;28;2;3;2;0;89;162;194;224;144;681;69;795;462;950;5,59E+11;4,49384155;31591706097;47,88641553;25,98676447;21,89965106;;71,92493822;12,05333306;65,4000992;56,64558031;;;;;6,11E+11;75499,75602;11,93175146;6,52E+11;80555,49006;22,54656161;23,59840604;87,94666082;59,87160517;0,025327074;13;3,58E+11;74,84963337;3,21E+11;83,43111056;98,6720175;8089346;2;6;7;103,6041958;7;131,7965434;73,674;61;0
2014;Switzerland;25;4;18;14;0;12;1;0;6;2;115;207;267;233;169;759;67;958;457;1013;5,63E+11;4,528961015;32246202430;48,33788867;26,40480498;21,93308368;;64,27374553;11,6873127;65,07625984;53,31097896;;;;;6,26E+11;76410,87777;11,97093265;6,53E+11;79685,26449;23,23648057;23,87644076;88,3127404;52,58643284;-0,625429185;13;3,11E+11;77,0772886;2,75E+11;80,55237849;82,76364153;8188649;2;6;7;104,2516303;7;116,8601784;73,696;63;0
2015;Switzerland;20;2;22;6;3;18;1;2;8;5;98;157;262;278;145;660;82;1065;430;981;5,56E+11;4,476468368;31156219841;48,78883559;26,77801523;22,01082036;;62,21613873;11,70209903;65,23045893;49,8989065;;;;;6,34E+11;76553,31796;11,93306818;6,7E+11;80866,40996;23,0674273;23,78238534;88,29788623;50,51403969;-0,626273152;13;2,9E+11;76,61963156;2,52E+11;79,51520453;79,86218465;8282396;2;6;7;110,4892631;7;112,7301784;73,718;83;0
2016;Switzerland;18;6;38;12;0;19;3;1;7;2;112;193;220;259;173;758;84;1095;531;1016;5,36E+11;4,476468368;30216161483;49,39077501;27,2323055;22,15846951;;65,74428268;11,51628778;65,38405107;45,01888265;;;;;6,45E+11;77026,30219;11,99793332;6,65E+11;79432,53411;23,09970951;23,91890518;88,48376058;54,2279949;-0,604717781;13;3,04E+11;78,50816511;2,7E+11;78,79560086;85,34327837;8373338;2;6;7;108,1323806;7;119,9722776;73,739;73;0
2017;Switzerland;14;4;14;4;0;13;1;0;3;1;111;186;226;283;181;737;89;1143;421;1045;5,44E+11;4,476468368;30798102371;49,9325805;27,63387086;22,29870964;;65,03262169;10,55728879;65,74383686;42,09370274;;;;;6,57E+11;77684,06628;12,0300818;6,77E+11;80102,29251;23,69881063;24,42441715;89,4426475;54,4753329;-0,574037217;13;2,99E+11;74,88683274;2,64E+11;80,28591516;83,73472073;8451840;2;6;7;106,0030955;7;119,5079546;73,761;104;0
1980;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4,2;;49,98214144;17,7388954;32,24324604;;;;;7,604743535;;;;;;;;;;;;;;;10;;;;;;49965874;4;3;7;;7;;61,693;0;0
1981;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;;49,81725463;17,68422636;32,13302827;;;;;7,9714574;;;;;;;;;;;;;;;10;;;;;;50221000;4;3;7;;7;;62,3;0;0
1982;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;4,1;;49,6619388;17,44112601;32,22081279;;;;;8,535238197;;;;;;;;;;;;;;;10;;;;;;50384000;4;3;7;;7;;62,904;0;0
1983;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;;3,8;;49,53782685;17,11306999;32,42475687;;;;;9,115873211;;;;;;;;;;;;;;;10;;;;;;50564000;4;3;7;;7;;63,504;0;0
1984;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,8;;49,42509288;16,83931094;32,58578194;;;;;9,654996436;;;;;;;;;;;;;;;10;;;;;;50754000;4;3;7;;7;;64,1;0;0
1985;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,31862472;16,69899357;32,61963115;;;;;10,21194138;;;;;;;;;;;;;;;10;;;;;;50917000;4;3;7;;7;;64,681;0;0
1986;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;4;;49,46524134;16,78092459;32,68431675;;;;;10,76767872;;;;;;;;;;;;;;;10;;;;;;51097000;4;3;7;;7;;65,258;0;0
1987;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,52056524;16,93545369;32,58511155;;;;;11,32344855;;;;;;;;;;;;;;;10;;;;;;51293000;4;3;7;;7;;65,83;0;0
1988;Ukraine;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;3,9;;49,53119599;17,17349029;32,3577057;;;;;12,14073159;;;;;;;;;;;;;;;10;;;;;;51521000;4;3;7;;7;;66,399;0;0
1989;Ukraine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;9;0;;3,5;;49,59328846;17,51065823;32,08263023;;;;;12,99832925;;;;;;;;;;;;;;;10;;;;;;51773000;4;3;7;;7;;66,718;0;0
1990;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;;3,4;;49,74617429;17,95085294;31,79532135;;;;;13,65663857;;;;;;;;;;;;;;;10;;;;;;51892000;4;3;7;;7;;66,757;0;0
1991;Ukraine;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;4;0;;4,3;;50,07125867;18,49655989;31,57469878;;;;;14,27074919;;;;;;;;;;;;;;;10;;;;;;52000470;4;3;7;;7;;66,796;0;0
1992;Ukraine;0;0;0;0;0;0;0;0;0;0;20;3;4;1;0;15;24;1;62;14;;4,6;;50,45641724;19,137197;31,31922024;;;;;14,73799781;;;;;;;;;;;;;;;10;;;;;;52150266;4;3;7;;7;;66,835;0;0
1993;Ukraine;0;0;0;0;0;0;0;0;0;0;16;9;14;2;9;104;36;19;96;34;;4,3;;50,74018654;19,75611209;30,98407445;;;;;15,23920548;;;;;;;;;;;;;;;10;;;;;;52179210;4;3;7;;7;;66,874;4;0
1994;Ukraine;0;0;0;0;0;0;0;0;0;0;5;7;1;4;12;122;31;21;93;50;;4,9;;50,67894857;20,17995558;30,49899299;;;;;15,7694487;;;;;;;;;;;;;;;10;;;;;;51921041;4;3;7;;7;;66,912;3;0
1995;Ukraine;0;0;0;0;0;0;0;0;0;0;7;15;1;5;13;129;32;15;76;64;;5,4;;50,14530304;20,31867334;29,8266297;;;;;16,32627339;;;;;;;;;;;;;;;10;;;;;;51512299;4;3;7;;7;;66,951;3;0
1996;Ukraine;0;0;0;0;0;0;0;0;0;0;9;6;3;10;4;154;33;27;99;52;;6,3609242;;49,42251865;20,46436204;28,95815661;;;;;18,26918013;;;;;;;;;;;;;;;10;;;;;;51057189;4;3;7;;7;;66,99;4;0
1997;Ukraine;0;0;0;0;0;0;0;0;0;0;4;7;0;8;7;180;37;23;81;61;;5,5;;48,27920688;20,30831249;27,97089438;;;;;18,74901099;;;;;;;;;;;;;;;10;;;;;;50594105;4;3;7;;7;;67,029;4;0
1998;Ukraine;3;0;0;0;0;0;0;0;0;0;6;8;3;14;9;173;30;21;70;111;;4,407596609;;46,92666111;20,02690416;26,89975695;;;;;19,49442538;;;;;;;;;;;;;;;10;;;;;;50143939;4;3;7;;7;;67,067;5;0
1999;Ukraine;6;0;1;0;0;0;0;0;0;0;9;10;0;5;16;184;21;27;71;121;;4,173206213;;45,68797658;19,8724385;25,81553808;;;;;20,43789436;;;;;;;;;;;;;;;10;;;;;;49673350;4;3;7;;7;;67,106;3;0
2000;Ukraine;17;0;0;0;0;0;0;0;0;0;8;3;1;13;5;166;18;26;70;96;;3,938815818;;44,75443977;19,97589479;24,77854498;;;;;21,32879651;;;;;;;;;;;;;;;10;;;;;;49175848;4;3;7;;7;;67,145;4;0
2001;Ukraine;29;3;6;2;0;2;0;0;1;2;8;12;3;18;9;140;27;17;63;63;;4,259013182;;44,41540743;20,51437764;23,90102979;;;;;22,04331415;;;;;;;;;;;;;;;10;;;;;;48683865;4;3;7;;7;;67,183;9;0
2002;Ukraine;94;3;37;7;1;2;1;2;2;8;3;8;2;15;13;133;26;29;70;90;;4,579210545;;44,34104067;21,27037604;23,07066463;;;;;22,57897483;;;;;;;;;;;;;;;10;;;;;;48202500;4;3;7;;7;;67,283;6;0
2003;Ukraine;519;29;73;23;7;6;1;16;13;43;7;14;0;8;15;129;30;41;58;56;;4,899407909;;44,37208269;22,07124228;22,30084042;;;;;23,34882194;;;;;;;;;;;;;;;10;;;;;;47812950;3;4;6;;7;;67,427;6;5
2004;Ukraine;284;33;89;13;0;12;2;4;5;10;3;16;0;11;13;118;15;32;40;86;;5,219605273;;44,26817836;22,65152931;21,61664905;;;;;25,71578436;;;;;;;;;;;;;;;10;;;;;;47451600;3;4;6;;7;;67,597;4;1
2005;Ukraine;623;43;118;19;1;33;4;4;10;15;10;22;1;9;32;154;35;27;94;51;;5,539802636;;43,90837222;22,8641314;21,04424082;;;;;24,87963714;;;;;;;;;;;;;;;10;;;;;;47105150;3;4;6;;7;;67,79;10;5
2006;Ukraine;611;45;126;24;6;33;11;1;20;19;4;14;1;6;12;108;38;25;57;62;;5,86;;43,62220589;23,04899466;20,57321123;;;;;26,59393674;;;;;;;;;;;;;;;10;;;;;;46787750;3;4;6;;7;;67,969;7;3
2007;Ukraine;699;46;110;42;4;28;3;9;19;26;10;3;3;11;2;92;24;43;58;66;;5,906854293;;43,22522147;22,95782416;20,26739731;;;;;27,82254394;;;;;;;;;;;;;;;10;;;;;;46509350;3;4;6;;7;;68,147;12;4
2008;Ukraine;789;45;134;35;3;15;6;6;18;17;73;16;3;14;8;122;34;30;48;64;;5,953708585;;42,84689058;22,72119463;20,12569595;;;;;28,52974564;;;;;;;;;;;;;;;10;;;;;;46258200;3;4;6;;7;;68,325;5;4
2009;Ukraine;776;45;122;53;5;29;3;17;24;28;64;8;3;11;2;101;37;38;60;49;;6,000562878;;42,59731144;22,50356003;20,0937514;;;;;28,32170762;;;;;;;;;;;;;;;10;;;;;;46053300;3;4;6;;7;;68,502;4;4
2010;Ukraine;1009;76;168;54;9;38;14;5;52;34;78;13;4;9;5;110;33;57;85;37;;6,04741717;;42,51802358;22,38594025;20,13208333;;;;;28,26084122;;;;;;;;;;;;;;;10;;;;;;45870700;3;4;6;;7;;68,596;12;7
2011;Ukraine;1028;85;209;50;14;69;9;2;16;8;76;14;0;13;7;115;27;58;63;81;;6,094271463;;42,89359618;22,37449458;20,5191016;;;;;27,82340614;;;;;;;;;;;;;;;10;;;;;;45706100;3;4;6;;7;;68,689;10;20
2012;Ukraine;929;51;193;59;7;70;18;0;49;22;84;9;1;12;6;122;32;41;51;71;;6,596989875;;43,23347906;22,38066159;20,85281747;;;;;26,86289124;;;;;;;;;;;;;;;10;;;;;;45593300;3;4;6;;7;;68,782;16;13
2013;Ukraine;906;35;178;44;18;60;4;1;22;18;81;11;5;18;4;105;40;49;58;40;;6,613700121;;43,61624593;22,42296155;21,19328438;;;;;26,22356898;;;;;;;;;;;;;;;10;;;;;;45489600;3;4;6;;7;;68,875;12;10
2014;Ukraine;1143;45;145;45;42;71;13;1;22;16;12;12;3;24;6;99;39;65;52;72;;5,831713696;;44,13025873;22,52149994;21,6087588;;;;;24,67397985;;;;;;;;;;;;;;;10;;;;;;45271947;3;4;6;;7;;68,968;15;13
2015;Ukraine;1221;56;156;28;13;56;40;7;27;24;13;14;4;17;16;247;61;55;70;53;;5,235439894;;44,78768052;22,6873787;22,10030181;;;;;21,31226599;;;;;;;;;;;;;;;10;;;;;;45154029;3;4;6;;7;;69,061;31;7
2016;Ukraine;2126;44;167;31;7;35;8;4;25;17;16;8;7;29;19;201;42;83;61;50;;4,639166093;;45,62133998;23,14516813;22,47617185;;;;;19,84280445;;;;;;;;;;;;;;;10;;;;;;45004645;3;4;6;;7;;69,154;32;1
2017;Ukraine;1601;59;187;31;10;26;6;6;27;16;16;14;3;15;12;221;60;64;85;58;;4,639166093;;46,59356793;23,68252162;22,91104631;;;;;16,94352456;;;;;;;;;;;;;;;10;;;;;;44831135;3;4;6;;7;;69,246;32;0
1980;United Kingdom;91;13;44;16;0;3;1;0;41;67;88;3;160;102;120;809;112;286;283;676;4,91E+11;5;29500000000;56,17568119;23,34398989;32,8316913;740,8123735;26,59897119;2,176503494;86,2576683;32,30967416;1,791819689;10122844316;1,987611888;11228967862;1,22E+12;21628,09401;21,35874951;2,58E+11;4579,89736;21,27274981;22,76884774;107,5304181;24,4224677;19,69969367;11;1,1E+11;74,77053634;1,16E+11;82,54393848;39,94688281;56314216;2;6;5;139,4279834;7;51,02143889;78,481;5;0
1981;United Kingdom;118;12;55;24;0;2;4;1;55;78;93;16;160;116;100;948;141;334;284;744;4,64E+11;5,2;29172000000;55,28563903;23,37723826;31,90840077;746,2791371;25,96346638;2,818078711;87,0897095;33,43428363;1,087231673;5879375698;2,247450456;12153440637;1,21E+12;21453,8452;21,80140101;2,84E+11;5036,442936;19,18921233;20,63305372;106,2789218;23,14538767;11,55056304;11;1,02E+11;75,84551597;1,03E+11;83,99836308;37,90033454;56333829;2;6;5;143,8267594;7;49,10885404;78,588;1;0
1982;United Kingdom;115;27;54;20;0;1;4;4;37;136;75;5;199;147;106;936;138;359;273;787;4,45E+11;5;26650000000;54,34450173;23,29201484;31,05248689;753,3748011;25,61647079;1,8975029;86,98192386;34,21144547;1,05101857;5413259759;1,390731641;7162948253;1,23E+12;21892,98687;21,67072771;3,1E+11;5506,796369;19,98027777;20,63570343;106,9622016;23,71896789;7,402503243;11;96955100000;77,41119343;99566900000;82,34614114;38,17695632;56313641;2;6;5;138,6920262;7;49,33543868;78,539;1;0
1983;United Kingdom;369;32;151;61;0;11;28;14;88;230;68;29;183;104;99;881;179;355;299;925;4,24E+11;4,9;24941000000;53,45064673;23,1545074;30,29613933;767,4126685;25,74579203;0,957455395;86,86706552;35,30940051;1,057718801;5178781726;1,671521008;8184067868;1,28E+12;22809,49966;21,44426246;3,41E+11;6056,293859;20,89608921;20,47105238;107,7631547;24,78833663;5,122800213;11;91631300000;79,89977224;1E+11;84,02735152;39,15276742;56332848;2;6;5;127,3767917;7;50,53412866;78,489;1;0
1984;United Kingdom;548;21;195;52;0;10;45;5;91;242;87;5;228;146;134;826;183;444;300;981;3,99E+11;4,7;22560000000;52,70989207;23,05231126;29,65758081;756,6310315;27,52303059;-0,064143815;86,65447779;36,47246926;-0,075261594;-347322545;1,728613281;7977327258;1,31E+12;23291,82472;21,14542084;3,67E+11;6501,529001;21,99987675;21,68434491;108,6543545;27,5871744;5,022642383;11;93876700000;80,75976254;1,05E+11;83,25089048;43,03608942;56422072;2;6;5;121,8132118;7;55,11020499;78,44;7;0
1985;United Kingdom;505;40;193;58;0;9;39;13;101;175;102;14;230;185;207;993;163;436;298;893;4,19E+11;4,6;23138000000;52,1813485;23,03401669;29,14733181;751,8583691;27,87536578;1,102151417;85,58188493;37,53530645;1,11928039;5476472897;2,167752298;10606490394;1,37E+12;24214,03445;20,35664247;3,98E+11;7043,60095;21,81433528;21,6982484;107,3962202;26,77321437;5,462928645;11;1,01E+11;81,88384038;1,09E+11;83,64157022;42,96247165;56550268;2;6;5;124,1221086;7;54,64858015;78,39;8;1
